Country,IFF,VoiceAcct,PoliStabNoViolence,GovtEffect,RegQua,RuleofLaw,ContofCorrup,undp_hdi,hdi_life_exp,hdi_educ,hdi_income,vulnerable_employment,aid_percentage_gni,pop,gdppc,urban,lifeexp,Year
Burundi,28,-0.942692876,-1.625959396,-1.127795339,-1.122368693,-1.205401063,-1.168900132,0.411,0.573,0.376,0.322,83.73,31.04938,8675606,846.1691,10.642,57.228,1
Cambodia,525,-0.927240491,-0.50098443,-0.960994601,-0.491047919,-1.123091936,-1.249007821,0.539,0.716,0.444,0.492,70.85,6.34848,14312205,2716.7,20.294,66.56,1
Cameroon,707,-1.058274269,-0.736971438,-0.900068581,-0.753017664,-1.079244137,-1.07531774,0.505,0.54,0.461,0.517,77.62,2.085422,20341236,3086.221,51.559,55.101,1
Central African Republic,14,-1.10421741,-2.020625353,-1.398226023,-1.162961602,-1.311998963,-0.9376055,0.343,0.757,0.611,0.644,47.26,3.57,4546100,471,39,51,1
Chile,6661,1.095646262,0.67960453,1.164496779,1.415171146,1.225415707,1.441626906,0.803,0.904,0.722,0.793,21.81,0.0895601,17062531,21262.47,87.074,78.779,1
China,234593,-1.680547476,-0.657060683,0.079109058,-0.320954978,-0.472601861,-0.570009887,0.687,0.757,0.611,0.644,47.26,3.57,1338612968,8465,51,74,1
Colombia,4193,-0.13235718,-1.537184834,-0.121465318,0.157253936,-0.27138561,-0.423333108,0.729,0.853,0.634,0.716,48.27,0.2438068,45222699,11783.3,77.964,75.424,1
Comoros,10,-0.422286898,-0.562939286,-1.750477314,-1.395898819,-1.076230526,-0.78624922,0.498,0.757,0.611,0.644,47.26,3.57,752438,1043,24,63,1
Costa Rica,1771,1.039889455,0.691537201,0.296542972,0.586027026,0.53576088,0.664391637,0.765,0.904,0.65,0.761,21.35,0.2774486,4577371,16830.44,71.736,78.769,1
Croatia,2823,0.47642836,0.608463645,0.586267292,0.489483297,0.080469035,0.023101466,0.815,0.874,0.753,0.823,17.11,0.2272789,4295427,24280.6,55.155,76.4756,1
Djibouti,33,-1.265669942,0.253481269,-1.007150531,-0.67632699,-0.752101779,-0.402063727,0.439,0.757,0.611,0.644,47.26,3.57,818159,1888,77,59,1
Dominica,13,0.982540488,0.903117776,0.680709541,0.347569495,0.717768133,0.771071732,0.694,0.757,0.611,0.644,47.26,3.57,73746,12184,17,75,1
Dominican Republic,1572,0.073861897,-0.044954035,-0.69493258,-0.116028167,-0.855494201,-0.8830809,0.706,0.801,0.606,0.727,43.44,0.3731983,9695117,12782.46,73.753,72.046,1
Ecuador,1981,-0.23108083,-0.586674452,-0.675487161,-1.12405169,-1.143229127,-0.70774436,0.726,0.848,0.646,0.698,40.93,0.2459631,15011114,10340.97,62.69,75.089,1
Egypt,5560,0.60209012,-0.029427003,0.192784637,0.44557327,0.097749457,0.065393098,0.668,0.775,0.551,0.698,23.05,0.2791738,82761244,10340.07,43.019,70.349,1
El Salvador,645,0.071544565,0.058842227,-0.016042762,0.337437302,-0.865749896,-0.258609384,0.668,0.788,0.586,0.644,37.68,1.688581,6183877,7328.72,65.452,71.21,1
Ethiopia,370,-1.344856143,-1.635101199,-0.482412338,-0.848106444,-0.807519138,-0.694108725,0.421,0.64,0.305,0.382,88.98,11.58455,87639962,1259.023,17.319,61.627,1
Fiji,143,-1.10635519,-0.190827519,-0.91553688,-0.564225972,-0.744324744,-0.159897983,0.691,0.757,0.611,0.644,47.26,3.57,837271,3837,53,73,1
Gabon,451,-0.865145206,0.299279243,-0.796213508,-0.435533315,-0.461410344,-0.905257821,0.498,0.757,0.611,0.644,47.26,3.57,1545255,16800,87,63,1
Georgia,351,-0.160913214,-0.718320906,0.335790485,0.586639822,-0.20598498,0.012301577,0.751,0.792,0.777,0.689,57.43,4.896514,3786695,9736.732,55.535,71.46,1
Ghana,1126,0.514764845,0.026093241,-0.105485797,0.053548459,-0.033293352,0.014280469,0.565,0.631,0.526,0.544,76.25,5.360241,24779614,3729.476,50.713,61.03,1
Guatemala,1648,-0.303283572,-0.852924466,-0.723099411,-0.172244892,-0.944123864,-0.540784419,0.606,0.792,0.437,0.645,43.99,1.014209,14259687,7335.989,48.403,71.481,1
Guinea,244.25,-0.917964995,-1.687079072,-1.127732158,-1.059894323,-1.485632777,-1.221938848,0.498,0.757,0.611,0.644,47.26,3.57,10221808,1468,35,54,1
Guyana,174,0.066198379,-0.458965749,-0.122429632,-0.605241239,-0.477120876,-0.562469244,0.498,0.757,0.611,0.644,47.26,3.57,746900,2955,52,70,1
Honduras,778,-0.503610492,-0.496909589,-0.641049027,-0.246572301,-0.875314057,-0.889169753,0.61,0.82,0.477,0.579,42.09,3.113733,8317467,4866.974,51.885,73.317,1
Hungary,17078,0.89423722,0.685783744,0.653526425,1.014453888,0.772669375,0.303954065,0.831,0.838,0.83,0.824,6.89,0,10000023,24427.63,68.911,74.2073,1
India,24716,0.443312973,-1.2779845,0.029132048,-0.410472035,-0.035810821,-0.463754565,0.579,0.718,0.478,0.564,82.11,0.1708034,1234281163,4234.979,30.93,66.693,1
Indonesia,19,-0.037748463,-0.853916168,-0.267384022,-0.380860597,-0.6560449,-0.803534508,0.665,0.757,0.586,0.663,57.3,0.1801063,241834226,8286.732,49.914,69.205,1
Iraq,36,-0.991843641,-2.239267111,-1.103680372,-1.02928555,-1.707236767,-1.363127232,0.498,0.757,0.611,0.644,47.26,3.57,29671605,2103,68,69,1
Jamaica,508,0.462827682,-0.429541469,0.303514928,0.233887821,-0.432371795,-0.265738726,0.719,0.757,0.611,0.644,47.26,3.57,2702000,8319,53,73,1
Jordan,998,-0.799314976,-0.31249252,0.096305743,0.22959055,0.146154016,0.038314659,0.737,0.822,0.685,0.711,8.990001,3.546731,7261541,11315.5,86.088,73.428,1
Kazakhstan,2692,-1.132256269,0.522971809,-0.492326558,-0.283094168,-0.695639729,-1.001060009,0.764,0.729,0.781,0.784,31,0.1647526,16321872,20751.26,56.827,68.45,1
Kenya,1016,-0.218933016,-1.165523529,-0.581671715,-0.136400819,-0.953961968,-0.911055028,0.551,0.63,0.501,0.529,60.75,4.093248,42030684,3329.854,23.571,60.959,1
Kiribati,3,0.635396779,1.422731638,-0.880595326,-1.318249226,0.061862402,-0.065665916,0.612,0.757,0.611,0.644,47.26,3.57,102697,1609,44,60,1
Kuwait,2428,-0.524435043,0.451988816,0.163350806,0.158382714,0.585773587,0.298077822,0.803,0.757,0.611,0.644,47.26,3.57,2818042,72536,98,76,1
Lebanon,1739,-0.331291497,-1.62501502,-0.133641437,0.022311693,-0.644749224,-0.915250719,0.766,0.898,0.631,0.795,24.99,1.173284,4953064,19499.17,87.334,78.36,1
Lesotho,24,-0.101529345,0.456775397,-0.395948142,-0.630146682,-0.290129393,0.184215263,0.46,0.386,0.492,0.513,53.11,8.915078,1995575,2346.713,24.798,45.1,1
Libya,2471,-1.940414548,0.028088447,-1.085108161,-1.298258781,-1.009421706,-1.262903452,0.769,0.757,0.611,0.644,47.26,3.57,6461454,14660,78,75,1
Madagascar,278,-0.845434308,-0.978338838,-0.993760526,-0.605530262,-0.878425717,-0.417824775,0.483,0.757,0.611,0.644,47.26,3.57,21281844,1041,30,63,1
Malawi,166,-0.190968171,0.043895766,-0.471515417,-0.637416422,-0.137619033,-0.488746434,0.431,0.547,0.428,0.342,60,14.84202,14539609,1350.599,15.544,55.564,1
Malaysia,28541,-0.499948204,0.143352136,1.062340021,0.611249983,0.39389044,0.057084449,0.772,0.838,0.687,0.799,21.38,-0.0024868,28208028,20536.37,70.912,74.493,1
Maldives,78,-0.062693395,-0.166243851,-0.191439882,-0.38403827,-0.319186181,-0.539183974,0.694,0.757,0.611,0.644,47.26,3.57,319738,11953,100,74,1
Mali,244,0.158107549,-0.182899222,-0.853063941,-0.483745784,-0.447257936,-0.676808715,0.408,0.542,0.277,0.453,82.27,10.62825,15049352,2082.962,35.999,55.251,1
Mauritania,91,-0.90926522,-1.076169848,-0.986153364,-0.843002915,-0.897638857,-0.71273458,0.454,0.757,0.611,0.644,47.26,3.57,3205060,357,41,59,1
Mauritius,509,0.789677262,0.640258789,0.910086334,0.801979423,0.887274206,0.482350141,0.777,0.757,0.611,0.644,47.26,3.57,1270000,7638,41,74,1
Mexico,43294,0.178501576,-0.726463437,0.099259831,0.156337783,-0.552031338,-0.439748138,0.748,0.847,0.634,0.781,28.88,0.0435056,114092961,17790.01,77.815,75.065,1
Moldova,230,-0.055253185,-0.381340742,-0.661308467,-0.132566243,-0.35761109,-0.671865046,0.713,0.763,0.696,0.682,28.65,6.323192,2861487,8550.171,42.62,69.616,1
Mongolia,209.8333,0.088493623,0.597042263,-0.565998375,-0.258041173,-0.364841193,-0.733134985,0.696,0.729,0.721,0.641,56.1,4.337014,2719902,7479.781,67.567,67.38,1
Morocco,4884,-0.698601484,-0.383013308,-0.228841037,-0.119565077,-0.213534176,-0.231423751,0.616,0.837,0.449,0.623,51.04,1.07198,32343384,6281.464,58.018,74.382,1
Mozambique,137,-0.120654635,0.394421875,-0.617089927,-0.453413218,-0.48764661,-0.436986297,0.401,0.497,0.373,0.348,85.75,18.08425,23531567,1027.209,31.83,52.31,1
Myanmar,392,-2.067404032,-1.285928011,-1.622868419,-2.244580507,-1.551294684,-1.672808766,0.515,0.67,0.392,0.52,65.87,0.6890885,50600827,3129.92,28.885,63.525,1
Namibia,353,0.349807352,0.846940041,0.156898081,0.213284954,0.214178309,0.315519512,0.589,0.564,0.538,0.672,31.52,2.411702,2118877,9031.16,41.616,56.665,1
Nepal,73,-0.447481632,-1.583971143,-0.891942501,-0.761707723,-0.959066808,-0.695682704,0.537,0.732,0.442,0.478,80.71,4.758768,27013207,2703.415,16.768,67.611,1
Nicaragua,310,-0.477622449,-0.499709249,-0.953751266,-0.302378356,-0.837366939,-0.755830348,0.622,0.807,0.52,0.575,44.56,6.003449,5824058,4611.786,56.917,72.428,1
Niger,86,-0.666964293,-1.160744548,-0.705803335,-0.564630508,-0.499165297,-0.658249199,0.348,0.757,0.611,0.644,47.26,3.57,15400000,619,16,56,1
Nigeria,2221,-0.77708143,-2.211123228,-1.169436932,-0.743477106,-1.158836246,-1.051508546,0.482,0.475,0.407,0.58,82.38,0.6000273,158503203,4932.335,43.48,50.896,1
North Macedonia,576,0.114981435,-0.518517077,-0.187860429,0.237565532,-0.302208334,-0.092976823,0.743,0.841,0.662,0.737,23.11,2.093597,2070739,11355.37,57.089,74.662,1
Oman,1981,-1.044802189,0.59024173,0.372534335,0.442818642,0.53682369,0.319510162,0.708,0.757,0.611,0.644,47.26,3.57,2845000,19211,76,76,1
Pakistan,3278,-0.798651278,-2.675933123,-0.770817995,-0.613358259,-0.737805545,-1.089610696,0.512,0.696,0.345,0.559,62.08,1.686881,179424643,3906.874,34.997,65.264,1
Panama,981,0.537198603,-0.116048209,0.134806827,0.472236633,-0.080293067,-0.358153433,0.51,0.757,0.611,0.644,47.26,3.57,3367000,10211,75,76,1
Papua New Guinea,740,-0.030531254,-0.808443785,-0.730973542,-0.569594562,-0.93251121,-1.039379001,0.466,0.757,0.611,0.644,47.26,3.57,6187591,2107,13,67,1
Paraguay,408,-0.078932732,-0.834862232,-0.923881888,-0.361598462,-0.830411494,-0.707593381,0.696,0.81,0.599,0.694,42.06,0.4333664,6248017,10415.66,59.261,72.653,1
Peru,3757,0.111124784,-0.999915421,-0.239865243,0.392820895,-0.566099524,-0.253887415,0.721,0.837,0.652,0.685,51.08,-0.2186581,29027680,10066.47,76.43,74.41,1
Philippines,9851,-0.03904555,-1.650759578,0.077965677,-0.215251356,-0.553793609,-0.781123996,0.671,0.767,0.622,0.633,41.97,0.2513298,93966784,5918.373,45.332,69.823,1
Poland,39495,1.037611127,1.01733005,0.630389631,1.023158789,0.712359011,0.513736725,0.84,0.867,0.832,0.823,18.75,0,38042794,23996.14,60.892,76.2463,1
Qatar,2050,-1.012137175,1.15385592,0.839780927,0.596593678,0.845954716,1.400047421,0.834,0.909,0.637,1,0.24,0,1856329,95908.31,98.501,79.108,1
Romania,10189,0.432130426,0.273600399,-0.116975188,0.67256701,0.106409565,-0.352394611,0.805,0.832,0.783,0.8,33.85,0,20246871,20303.16,53.829,73.4585,1
Russian Federation,29689,-0.889000535,-0.929458737,-0.601510108,-0.310507625,-0.79579109,-1.099214792,0.781,0.749,0.772,0.823,5.5,0,142849468,23961.22,73.687,68.8412,1
Rwanda,31,-1.327171206,-0.272093862,-0.153241441,-0.239782363,-0.330831766,0.365169644,0.492,0.668,0.437,0.409,76.63,17.01969,10039338,1507.165,16.934,63.433,1
Samoa,21,0.434222996,0.765691876,0.001173725,-0.26935181,0.679114759,0.169478163,0.661,0.757,0.611,0.644,47.26,3.57,187820,2965,87,73,1
Saudi Arabia,10670,-1.788062692,-0.226726979,-0.012174686,0.15966104,0.149531841,0.036955286,0.752,0.757,0.611,0.644,47.26,3.57,27362214,22563,83,75,1
Senegal,559,-0.267737418,-0.41792497,-0.595708191,-0.317569882,-0.397503406,-0.641386092,0.468,0.681,0.301,0.499,70.38,5.863057,12678143,2797.11,43.773,64.284,1
Seychelles,44,0.101656742,0.856766224,0.62342,-0.017649978,0.059988741,0.600197673,0.782,0.757,0.611,0.644,47.26,3.57,86000,15893,56,74,1
Sierra Leone,81.6,-0.157845289,-0.236645371,-1.215191126,-0.760722637,-0.9471398,-0.780791581,0.399,0.452,0.349,0.402,88.65,17.5832,6415636,1413.564,38.856,49.382,1
Solomon Islands,21.66,0.065894239,0.343293846,-1.022879243,-1.20244503,-0.647864223,-0.339228064,0.515,0.757,0.611,0.644,47.26,3.57,515870,1709,18,70,1
South Africa,8911,0.60209012,-0.029427003,0.192784637,0.44557327,0.097749457,0.065393098,0.664,0.58,0.696,0.726,10.3,0.2820969,51216967,12452.34,62.218,57.669,1
Sri Lanka,1678,-0.505228579,-0.942946851,-0.196751013,-0.248191312,-0.118414134,-0.41968292,0.754,0.853,0.739,0.68,41.84,0.9955513,20261738,9126.865,18.226,75.439,1
Suriname,112,0.383502692,0.082475461,-0.108953409,-0.667498529,-0.05776104,-0.3327021,0.704,0.757,0.611,0.644,47.26,3.57,524000,9122,71,71,1
Tanzania,600,-0.130868018,0.014471621,-0.622613788,-0.462349176,-0.486346453,-0.542279363,0.481,0.594,0.416,0.45,86.62,9.416748,44346532,2006.971,28.114,58.584,1
Thailand,28059,-0.495821506,-1.442788363,0.093997881,0.061810683,-0.233622625,-0.360339463,0.724,0.834,0.611,0.744,52.71,-0.0062298,67195032,14399.04,43.856,74.184,1
Timor-Leste,15,0.061659668,-0.467514545,-1.251838326,-1.110628128,-1.18515873,-0.754676282,0.628,0.726,0.493,0.691,69.71,8.72015,1093517,2930.054,27.732,67.186,1
Togo,133,-0.952039063,-0.179348394,-1.391686678,-0.887266576,-0.935580134,-0.967423081,0.464,0.757,0.611,0.644,47.26,3.57,6191155,1147,39,55,1
Tonga,10,0.292813599,0.689703107,-0.287254304,-0.579521,0.099881336,-0.303076357,0.683,0.757,0.611,0.644,47.26,3.57,104000,4352,24,73,1
Trinidad and Tobago,1248,0.523346245,-0.050823182,0.339394987,0.539660513,-0.198580101,-0.208101377,0.784,0.799,0.712,0.848,16.54,0.0205898,1328144,28879.29,54.025,71.946,1
Tunisia,5078,-1.416164637,-0.063976362,0.169263154,-0.087301865,0.038853329,-0.118834764,0.716,0.847,0.625,0.692,24.72,1.310389,10635245,10113.37,66.657,75.041,1
Turkey,22141,0.60209012,-0.029427003,0.192784637,0.44557327,0.097749457,0.065393098,0.739,0.839,0.602,0.799,33.78,0.1362259,72326992,20027.67,70.825,74.507,1
Uganda,265,-0.518370271,-1.000558257,-0.575548768,-0.201333165,-0.39686957,-0.923493564,0.498,0.571,0.493,0.44,79.02,6.443284,32428164,1861.282,19.383,57.099,1
Ukraine,4981,-0.083982021,0.013131719,-0.824038923,-0.454440266,-0.844159186,-1.031962514,0.755,0.759,0.788,0.718,17.88,0.4900222,45870741,11778.31,68.596,70.2654,1
United Arab Emirates,13437.71,-0.903547347,0.801757872,0.892549038,0.318565339,0.317414135,0.890833914,0.836,0.757,0.611,0.644,47.26,3.57,8264070,62143,85,76,1
Uruguay,707,1.146545172,0.824986041,0.629524291,0.599306583,0.786790609,1.297701478,0.782,0.873,0.707,0.777,23.66,0.1183797,3359273,19293.74,94.414,76.75,1
Uzbekistan,574.5,-2.085671902,-0.720438123,-0.719031394,-1.536477327,-1.416641831,-1.307985425,0.675,0.757,0.611,0.644,47.26,3.57,27865738,4209,51,71,1
Vanuatu,19,0.496133357,1.275229573,-0.267455131,-0.781638503,0.264050841,0.300518751,0.598,0.757,0.611,0.644,47.26,3.57,215000,2877,24,70,1
Venezuela,2730,-0.666964293,-1.160744548,-0.705803335,-0.564630508,-0.499165297,-0.658249199,0.757,0.817,0.674,0.789,33.2,0.0136761,28439942,16887.1,88.083,73.134,1
VietNam,10020,-1.496967793,0.148407876,-0.24868004,-0.631919384,-0.581304908,-0.622543275,0.661,0.844,0.583,0.589,62.7,2.483895,87967655,5089.411,30.417,74.837,1
Yemen,545,-0.666964293,-1.160744548,-0.705803335,-0.564630508,-0.499165297,-0.658249199,0.506,0.701,0.325,0.568,41.4,2.293335,23154854,4566.157,31.776,65.549,1
Zambia,112,-0.243015319,0.515351355,-0.866416395,-0.524832308,-0.496428072,-0.51831919,0.527,0.549,0.526,0.507,80.47,4.863468,13605986,3125.529,39.355,55.655,1
Zimbabwe,111,-1.47518158,-1.10401392,-1.538160443,-2.001823902,-1.837631822,-1.373286724,0.482,0.471,0.523,0.454,66.44,6.712901,12697728,2458.221,33.196,50.64,1
Afghanistan,52,-1.335976958,-2.502059698,-1.477033496,-1.536323905,-1.922500134,-1.600470781,0.398,0.778,0.626,0.644,46.85,3.15,28803167,1800,24,61,2
Albania,737,0.062333763,-0.282379419,-0.200375155,0.283972561,-0.442926466,-0.701794147,0.764,0.876,0.714,0.713,59.2,2.943101,2905195,11052.79,53.247,76.914,2
Algeria,6874,-1.004121184,-1.360560656,-0.514732301,-1.212379932,-0.845334828,-0.572699666,0.728,0.849,0.644,0.707,29.53,0.0976999,36661438,11078.24,68.236,75.199,2
Angola,888,-1.125478387,-0.36923781,-1.197987199,-1.107531548,-1.277053237,-1.367469072,0.533,0.559,0.423,0.639,67.71,0.1889857,24220660,7675.446,60.528,56.33,2
Antigua and Barbuda,24,0.511174679,0.957588255,0.481147528,0.631379724,0.942094743,1.272298098,0.782,0.778,0.626,0.644,46.85,3.15,86754,13342,25,74,2
Argentina,6604,0.344941825,0.158993661,-0.071486443,-0.701964378,-0.563123286,-0.364098519,0.835,0.853,0.824,0.828,18.62,0.0188414,41261490,24647.63,90.99,75.439,2
Armenia,229,-0.690779805,-0.063868985,-0.10899628,0.246940598,-0.437706411,-0.664559424,0.751,0.824,0.737,0.697,43.8,3.580112,2876536,9725.278,63.34,73.572,2
Aruba,93,1.273587823,1.285737753,1.236214161,-1.361962438,1.322458386,1.10294652,0.79,0.778,0.626,0.644,46.85,3.15,101484,24698,100,76,2
Azerbaijan,1254,-1.301847577,-0.532135963,-0.770396113,-0.386364639,-0.938726485,-1.195314765,0.758,0.778,0.626,0.644,46.85,3.15,8536700,10700,53,70,2
Bahrain,874,-1.217316866,-0.950841904,0.514924407,0.716491401,0.346452385,0.209991172,0.806,0.778,0.626,0.644,46.85,3.15,1234571,23965,89,76,2
Bangladesh,3447,-0.31506893,-1.404736876,-0.771310925,-0.81707859,-0.733335555,-1.097388625,0.566,0.773,0.446,0.527,61.58,1.035504,149273134,3034.951,31.225,70.256,2
Barbados,121,1.114058733,1.246130109,1.464920998,0.642964423,1.074076295,1.717747927,0.788,0.778,0.626,0.644,46.85,3.15,273925,15993,13,76,2
Belarus,2061,-1.660208344,-0.087769009,-1.191681385,-1.323641777,-1.112897038,-0.619015694,0.798,0.778,0.626,0.644,46.85,3.15,9469200,15900,74,71,2
Belize,70,0.695515275,0.15190886,-0.248953149,-0.37844494,-0.469881326,-0.307089061,0.706,0.778,0.626,0.644,46.85,3.15,304106,8193,46,75,2
Benin,267,0.166390568,0.318356365,-0.551150143,-0.40187946,-0.658945084,-0.605445802,0.5,0.609,0.411,0.498,88.77,6.299144,9460829,2707.87,43.608,59.59,2
Bhutan,13,-0.404029369,0.826495349,0.679861605,-1.154204845,0.205665544,0.854587376,0.604,0.778,0.626,0.644,46.85,3.15,708427,7469,38,68,2
Bolivia,796,-0.068237789,-0.417126507,-0.471269518,-0.763345361,-0.98403579,-0.573696494,0.671,0.746,0.642,0.63,54.61,2.37613,10212951,6844.984,66.874,68.521,2
Bosnia and Herzegovina,1041,-0.159755006,-0.819794893,-0.733116925,-0.058966167,-0.331778318,-0.326692939,0.729,0.865,0.626,0.715,20.94,3.329556,3661173,11176.88,45.878,76.219,2
Botswana,56,0.425984055,1.064446568,0.410438478,0.576675236,0.601400375,0.966567457,0.677,0.645,0.641,0.752,25.88,0.7891518,2015406,14770.44,63.865,61.91,2
Brazil,27099,0.513676167,-0.132575423,-0.160819367,0.25802207,0.045141723,0.168382421,0.731,0.83,0.622,0.756,28.02,0.0329815,197514541,15323.33,84.631,73.921,2
Brunei Darussalam,641,-0.610339284,1.085193753,0.8911888,1.14903605,0.842867792,0.854477346,0.815,0.778,0.626,0.644,46.85,3.15,393162,17136,78,76,2
Bulgaria,4015,0.450080156,0.301750302,-0.075621031,0.552520037,-0.141564161,-0.26926437,0.791,0.83,0.765,0.779,8.48,0,7348328,17966.16,72.638,74.1634,2
Burkina Faso,136,-0.280185431,-0.555381477,-0.566133022,-0.205170572,-0.350398898,-0.378650427,0.394,0.581,0.245,0.43,88.87,8.470716,16081915,1775.779,25.196,57.761,2
Burundi,15,-0.927631795,-1.807200432,-1.087861061,-1.020373702,-1.153804302,-1.208371162,0.419,0.583,0.392,0.323,83.79,25.79545,8958406,852.5026,10.915,57.925,2
Cambodia,781,-0.914128304,-0.304419667,-0.869724989,-0.591842175,-1.050488114,-1.255649567,0.546,0.724,0.449,0.5,69.17,5.658052,14541421,2862.908,20.663,67.043,2
Cameroon,655,-1.033121347,-0.66168797,-0.891388357,-0.810016274,-1.080898523,-1.16692555,0.514,0.547,0.478,0.518,76.9,2.105402,20906392,3126.786,52.164,55.581,2
Central African Republic,12,-1.087498307,-1.789389133,-1.317806125,-1.197331548,-1.305445433,-0.967538118,0.352,0.778,0.626,0.644,46.85,3.15,4546100,537,41,49,2
Chile,7232,1.073909163,0.452553362,1.159733891,1.440535307,1.263338566,1.47659266,0.815,0.907,0.744,0.802,21.79,0.0680189,17233584,22337.86,87.132,78.986,2
China,270075,-1.637609124,-0.602054834,0.070834443,-0.25913626,-0.453809977,-0.514727592,0.687,0.778,0.626,0.644,46.85,3.15,1338612968,7498,52,75,2
Colombia,5708,-0.059714228,-1.284655571,-0.047133159,0.279601455,-0.217361465,-0.317527682,0.734,0.856,0.638,0.724,48.48,0.3161336,45662747,12480.55,78.335,75.655,2
Comoros,12,-0.373951972,-0.552736104,-1.809618473,-1.361962438,-1.046474814,-0.803916514,0.498,0.778,0.626,0.644,46.85,3.15,752438,1078,28,60,2
Costa Rica,2226,1.053862691,0.508276045,0.280533075,0.596260905,0.443259001,0.593173563,0.778,0.906,0.679,0.765,18.79,0.0860307,4633086,17360.2,72.868,78.919,2
Croatia,3038,0.521082401,0.62374711,0.505918562,0.442892551,0.109395981,0.027720679,0.823,0.878,0.772,0.824,17.24,0,4280622,24316.25,55.322,76.7756,2
Djibouti,33,-1.411138177,0.177703246,-0.981230557,-0.589609206,-0.821726501,-0.421640873,0.466,0.778,0.626,0.644,46.85,3.15,818159,2677,79,60,2
Dominica,14.333,0.987989783,1.139158607,0.673834026,0.231762484,0.687728584,0.768938184,0.694,0.778,0.626,0.644,46.85,3.15,73746,1462,17,75,2
Dominican Republic,1880,0.090433285,-0.00048185,-0.638263404,-0.173335299,-0.808169067,-0.844827235,0.71,0.804,0.611,0.73,43.14,0.435001,9813219,13024.33,74.827,72.284,2
Ecuador,2320,-0.293364823,-0.686557531,-0.527029574,-0.956343532,-1.144285321,-0.641708136,0.732,0.851,0.651,0.707,42.88,0.2323766,15243885,10984.28,62.851,75.289,2
Egypt,6392,0.590838611,0.02403157,0.219012007,0.446406275,0.129662588,-0.004233705,0.671,0.778,0.556,0.698,23.12,0.1842784,84529251,10302.44,43,70.543,2
El Salvador,816,0.043949775,0.111001194,-0.115253232,0.403908849,-0.751709402,-0.247806415,0.664,0.792,0.57,0.649,37.93,1.512239,6210567,7575.64,66.325,71.449,2
Ethiopia,376,-1.362643838,-1.50696373,-0.514499664,-0.994923115,-0.741804361,-0.667876601,0.432,0.654,0.312,0.394,88.5,10.96465,90139928,1360.938,17.735,62.505,2
Fiji,170,-1.093061566,-0.071288198,-0.898822069,-0.451289445,-0.711457431,0.108835898,0.694,0.778,0.626,0.644,46.85,3.15,837271,4700,53,72,2
Gabon,451,-0.905199349,0.384890914,-0.847696006,-0.45647487,-0.403134197,-0.893178523,0.683,0.778,0.626,0.644,46.85,3.15,1545255,16800,87,63,2
Georgia,462,-0.172698855,-0.656951964,0.591335356,0.651625037,-0.119617037,0.117519699,0.757,0.797,0.779,0.7,56.66,3.712553,3756441,10541.47,55.919,71.773,2
Ghana,2194,0.484657794,0.167112142,-0.092944771,0.08171653,-0.003144076,-0.029126318,0.574,0.637,0.533,0.558,74.03,4.73279,25387713,4151.481,51.394,61.381,2
Guatemala,1892,-0.311964631,-0.7441414,-0.727107823,-0.211610183,-1.031414747,-0.537248194,0.612,0.798,0.443,0.647,40.65,0.7758354,14521515,7503.675,48.701,71.861,2
Guinea,244.25,-0.887738705,-1.388054013,-1.149590731,-1.00237,-1.448172688,-1.12737143,0.498,0.778,0.626,0.644,46.85,3.15,10221808,1909,35,54,2
Guyana,218,0.02947429,-0.434282511,-0.082355045,-0.678618312,-0.510029078,-0.619942248,0.498,0.778,0.626,0.644,46.85,3.15,746900,3175,52,70,2
Honduras,1030,-0.468656331,-0.390435368,-0.524026811,-0.152864039,-0.905360878,-0.833935797,0.824,0.778,0.48,0.581,41.64,2.142377,8480670,4956.403,52.543,73.569,2
